asset,amount,activity_type,timestamp,user_id
NGN,27000,withdrawal,2025-01-17T15:41:54.398261Z,511-1971-1521-1571-157
NGN,13000,deposit,2025-01-17T15:42:04.306531Z,991-1491-1521-1971-154
NGN,200000,withdrawal,2025-01-17T15:42:06.249443Z,971-11011-1521-1561-148
SOL,0.2148913,deposit,2025-01-17T15:42:11.434183Z,491-11021-1521-1571-1100
NGN,1000000,withdrawal,2025-01-17T15:42:14.29955Z,991-1491-1521-1971-154
NGN,18100,withdrawal,2025-01-17T15:42:41.214969Z,491-11011-1521-1571-1101
NGN,7100,withdrawal,2025-01-17T15:42:48.680823Z,491-11011-1521-1571-1101
LTC,0.09098,withdrawal,2025-01-17T15:33:51.184567Z,1011-1501-1521-1971-157
NGN,10000,withdrawal,2025-01-17T15:43:14.892951Z,571-11011-1521-1561-199
NGN,10000,deposit,2025-01-17T15:43:14.898609Z,991-1491-1521-1971-154
BTC,0.0001671,deposit,2025-01-17T15:43:25.720169Z,561-11011-1521-1971-155
USDT,25,deposit,2025-01-17T15:43:31.169487Z,981-1541-1521-1981-154
NGN,3172,withdrawal,2025-01-17T15:43:36.213417Z,991-1511-1521-1561-198
NGN,100000,withdrawal,2025-01-17T15:44:11.936676Z,1021-1531-1521-1571-152
NGN,100000,deposit,2025-01-17T15:44:11.943247Z,491-1541-1521-1571-156
USDT,50,deposit,2025-01-17T15:44:21.201639Z,971-1531-1521-1561-198
NGN,7000,withdrawal,2025-01-17T15:44:26.786947Z,971-1491-1521-1971-154
NGN,601000,deposit,2025-03-12T11:17:52.948726Z,501-1971-1521-1561-157
NGN,5000,withdrawal,2025-01-17T15:44:49.941397Z,511-1481-1521-1561-157
NGN,60000,withdrawal,2025-01-17T15:44:56.923793Z,981-1501-1521-1571-148
NGN,5900,withdrawal,2025-01-17T15:44:59.685387Z,971-11001-1521-1571-1101
NGN,20000,withdrawal,2025-03-12T11:17:56.38345Z,971-11001-1521-1571-1101
NGN,1600,withdrawal,2025-03-12T17:28:56.16148Z,481-11001-1521-1981-149
NGN,10000,withdrawal,2025-03-12T17:42:06.542776Z,521-1571-1521-1561-1102
NGN,40500,withdrawal,2025-01-17T15:45:32.048397Z,981-1531-1521-1571-154
NGN,145998,withdrawal,2025-01-17T15:45:44.433768Z,481-1551-1521-1561-151
NGN,20000,deposit,2025-01-17T15:46:05.565369Z,1011-1501-1521-1971-157
NGN,815083,withdrawal,2025-01-17T15:46:31.040598Z,1001-1551-1521-1571-148
ETH,0.00292138,deposit,2025-01-17T15:46:43.310581Z,561-1521-1521-1971-152
NGN,5059966,withdrawal,2025-01-17T15:46:52.701401Z,981-1981-1521-1981-148
NGN,124980,withdrawal,2025-01-17T15:46:53.285397Z,481-1491-1521-1571-198
NGN,5100,withdrawal,2025-01-17T15:47:21.635702Z,1001-11011-1521-1571-1101
XRP,4.06,deposit,2025-01-17T15:47:34.232014Z,991-1481-1521-1571-1102
NGN,1400,deposit,2025-01-17T15:47:40.532014Z,991-1491-1521-1971-154
TRX,12.4,withdrawal,2025-01-17T15:45:01.377384Z,991-1971-1521-1571-1100
BTC,0.00172697,deposit,2025-01-17T15:48:17.163181Z,501-1561-1521-1571-155
NGN,1400,withdrawal,2025-01-17T15:48:26.782428Z,551-1561-1521-1561-151
BTC,0.00227223,deposit,2025-01-17T15:48:26.813744Z,561-11021-1521-1571-152
NGN,599999,withdrawal,2025-01-17T15:48:57.501413Z,511-1491-1521-1981-198
NGN,599999,deposit,2025-01-17T15:48:57.507032Z,991-1491-1521-1971-154
NGN,6434,withdrawal,2025-01-17T15:49:03.660464Z,481-1991-1521-1561-197
NGN,137028,withdrawal,2025-01-17T15:49:08.338319Z,481-11021-1521-1971-150
USDT,24.993609,deposit,2025-01-17T15:49:14.912154Z,991-1971-1521-1571-1100
NGN,31000,deposit,2025-01-17T15:49:18.455211Z,1021-1501-1521-1981-157
NGN,8916,withdrawal,2025-01-17T15:49:22.948094Z,1001-11001-1521-1561-154
NGN,163000,withdrawal,2025-01-17T15:49:27.945043Z,541-1971-1521-1561-150
TRX,9.9,withdrawal,2025-03-12T11:16:17.125453Z,501-1481-1521-1561-151
USDT,200.9450889,deposit,2025-03-12T15:07:46.842329Z,541-11011-1521-1571-152
NGN,71623,withdrawal,2025-01-17T15:50:03.625412Z,971-1531-1521-1971-1101
NGN,30716,withdrawal,2025-01-17T15:50:24.046452Z,501-1971-1521-1561-197
NGN,20000,withdrawal,2025-01-17T15:50:45.212581Z,981-1541-1521-1981-154
NGN,19678,withdrawal,2025-01-17T15:50:45.638534Z,531-11011-1521-1981-151
NGN,10600,withdrawal,2025-03-12T15:08:13.627798Z,521-1571-1521-1971-1100
NGN,35993,withdrawal,2025-01-17T15:51:11.040469Z,501-1971-1521-1571-151
NGN,50000,withdrawal,2025-03-12T11:18:16.406628Z,531-11001-1521-1571-198
NGN,10000,withdrawal,2025-01-17T15:51:36.52584Z,1001-1981-1521-1571-153
NGN,30000,withdrawal,2025-05-08T15:14:22.895626Z,981-1541-1521-1971-156
NGN,60000,withdrawal,2025-03-12T13:31:50.675409Z,1001-1991-1521-1571-149
NGN,5000,withdrawal,2025-03-12T15:07:54.425113Z,551-1571-1521-1971-152
NGN,25000,withdrawal,2025-01-17T15:51:55.652848Z,531-1501-1521-1571-148
NGN,3514,withdrawal,2025-01-17T15:52:08.515963Z,481-11021-1521-1971-1101
NGN,20000,withdrawal,2025-01-17T15:52:37.911721Z,491-11021-1521-1971-156
NGN,10000,withdrawal,2025-01-17T15:52:42.401889Z,561-1521-1521-1971-152
NGN,20150,deposit,2025-01-17T15:52:44.600769Z,511-1501-1521-1971-1102
NGN,19611,withdrawal,2025-01-17T15:53:40.397171Z,971-1971-1521-1981-199
NGN,20000,withdrawal,2025-01-17T15:53:54.911309Z,991-1991-1521-1981-1101
NGN,8379,withdrawal,2025-01-17T15:54:06.075947Z,491-1521-1521-1571-1100
NGN,3000,withdrawal,2025-01-17T15:54:10.549914Z,511-11021-1521-1981-148
NGN,50000,withdrawal,2025-01-17T15:54:16.066136Z,491-11021-1521-1571-1100
NGN,10000,withdrawal,2025-01-17T15:54:20.169415Z,561-1971-1521-1571-1101
NGN,17000,withdrawal,2025-01-17T15:54:20.776116Z,491-11021-1521-1571-1100
NGN,20100,withdrawal,2025-01-17T15:54:41.749472Z,511-1551-1521-1971-156
NGN,71900,deposit,2025-01-17T15:55:12.677313Z,481-11011-1521-1971-1100
NGN,4948,withdrawal,2025-01-17T15:55:21.320575Z,531-11001-1521-1571-198
NGN,4447,withdrawal,2025-01-17T15:55:39.134426Z,481-1501-1521-1981-150
USDT,21.772,deposit,2025-01-17T15:55:47.792181Z,991-1971-1521-1981-199
NGN,35000,withdrawal,2025-01-17T15:55:55.042257Z,571-1981-1521-1561-148
SOL,0.788756,deposit,2025-01-17T15:57:09.687159Z,1021-1481-1521-1561-1100
NGN,1000,withdrawal,2025-01-17T15:57:15.938692Z,501-1571-1521-1561-197
NGN,2000,withdrawal,2025-01-17T15:57:21.557462Z,501-1571-1521-1561-197
NGN,5100,withdrawal,2025-01-17T15:57:30.189439Z,1001-11011-1521-1571-1101
NGN,20000,withdrawal,2025-01-17T15:57:45.230858Z,571-1981-1521-1561-148
NGN,9898,withdrawal,2025-01-17T17:37:56.265095Z,491-1511-1521-1971-197
NGN,20000,withdrawal,2025-01-17T15:58:16.242154Z,561-1521-1521-1971-154
NGN,15000,withdrawal,2025-01-17T15:58:24.98949Z,561-1521-1521-1971-154
NGN,90000,withdrawal,2025-01-17T15:58:48.15731Z,561-11021-1521-1571-152
NGN,10299,withdrawal,2025-01-17T15:58:56.88963Z,1021-1521-1521-1571-198
USDT,40,deposit,2025-01-17T15:58:57.256125Z,971-1501-1521-1971-153
NGN,22133,withdrawal,2025-03-12T13:31:52.845622Z,541-1561-1521-1561-154
SOL,0.02294525,deposit,2025-01-17T15:59:29.534299Z,1001-11001-1521-1981-156
BNB,0.016056,withdrawal,2025-01-17T15:53:23.772233Z,541-11001-1521-1971-152
USDT,152,deposit,2025-03-12T11:18:49.56602Z,1001-1981-1521-1571-1101
NGN,10000,withdrawal,2025-01-17T16:00:14.097798Z,531-11021-1521-1971-148
NGN,7766,withdrawal,2025-01-17T16:00:56.512129Z,541-1491-1521-1561-155
USDT,16.29,deposit,2025-01-17T16:01:28.249308Z,971-1991-1521-1981-155
NGN,5442,withdrawal,2025-01-17T16:01:59.37589Z,521-11011-1521-1571-1101
NGN,176057,withdrawal,2025-03-12T11:19:12.037229Z,541-1551-1521-1571-155
NGN,176057,deposit,2025-03-12T11:19:12.043515Z,991-1491-1521-1971-154
NGN,10000,withdrawal,2025-01-17T16:02:38.36034Z,541-11021-1521-1561-1102
NGN,11999,withdrawal,2025-01-17T16:02:44.882236Z,521-11011-1521-1571-1101
NGN,20533,withdrawal,2025-01-17T16:02:50.894926Z,991-1481-1521-1571-1102
NGN,200000,deposit,2025-01-17T16:02:55.554821Z,991-1491-1521-1971-154
NGN,20000,withdrawal,2025-03-12T13:32:01.392704Z,991-1491-1521-1971-154
BTC,0.00581177,deposit,2025-03-12T15:08:35.982654Z,971-1561-1521-1561-157
NGN,51000,withdrawal,2025-03-12T16:10:28.351498Z,541-1531-1521-1981-152
USDT,39,deposit,2025-01-17T16:03:36.870895Z,541-11021-1521-1981-152
BNB,0.06285117,deposit,2025-01-17T16:03:47.716256Z,991-1541-1521-1981-151
BTC,0.000395,deposit,2025-03-12T15:08:42.5593Z,981-11021-1521-1571-154
BTC,0.00049242,deposit,2025-03-12T15:08:44.095516Z,571-11001-1521-1571-152
NGN,56500,withdrawal,2025-03-12T16:58:57.237413Z,561-11021-1521-1981-154
BNB,0.02761419,deposit,2025-01-17T16:04:51.618417Z,1011-1511-1521-1981-149
NGN,3600,withdrawal,2025-03-12T15:08:46.787742Z,481-1541-1521-1981-1101
NGN,22800,withdrawal,2025-01-17T16:05:10.162526Z,981-1511-1521-1981-149
USDT,12.24136,deposit,2025-01-17T16:05:19.069666Z,541-1501-1521-1981-197
NGN,161787,withdrawal,2025-01-17T16:05:22.764142Z,1011-1521-1521-1571-153
NGN,81830,withdrawal,2025-01-17T17:46:51.259655Z,971-1501-1521-1971-153
NGN,50000,withdrawal,2025-01-17T16:06:22.593492Z,551-11021-1521-1571-197
ETH,0.00584319,deposit,2025-01-17T16:06:37.087338Z,561-1521-1521-1971-152
NGN,60000,withdrawal,2025-01-17T16:06:50.191272Z,531-1491-1521-1971-1100
NGN,49960,withdrawal,2025-01-17T16:06:50.480826Z,981-1991-1521-1981-151
NGN,15000,withdrawal,2025-03-12T11:19:41.800151Z,981-1481-1521-1561-151
NGN,30000,deposit,2025-01-17T16:07:00.758772Z,1021-1501-1521-1981-157
NGN,90000,withdrawal,2025-01-17T16:07:13.034765Z,561-11021-1521-1571-152
NGN,768478,withdrawal,2025-01-17T16:07:31.059081Z,521-1511-1521-1981-151
NGN,30000,withdrawal,2025-01-17T16:07:58.089614Z,571-11021-1521-1971-154
NGN,80200,withdrawal,2025-01-17T16:08:03.520076Z,971-1531-1521-1561-198
NGN,46048,withdrawal,2025-03-12T13:32:13.986425Z,491-1521-1521-1971-148
NGN,15000,withdrawal,2025-03-12T11:19:50.154867Z,571-1571-1521-1561-149
BTC,0.00062,withdrawal,2025-01-17T16:08:30.148436Z,481-1551-1521-1981-157
NGN,16997,withdrawal,2025-01-17T16:08:38.777663Z,551-11021-1521-1971-198
NGN,82123,withdrawal,2025-01-17T16:09:32.928344Z,1021-1991-1521-1571-156
NGN,200433,withdrawal,2025-01-17T16:09:52.450325Z,541-1541-1521-1571-155
NGN,6300,withdrawal,2025-01-17T16:09:54.072391Z,991-1971-1521-1571-1100
NGN,5010,withdrawal,2025-01-17T16:09:55.291043Z,571-1531-1521-1971-148
NGN,5100,withdrawal,2025-01-17T16:10:07.762207Z,991-1971-1521-1571-1100
USDT,64.427593,deposit,2025-01-17T16:10:30.192787Z,501-1501-1521-1971-197
NGN,81505,withdrawal,2025-01-17T16:11:11.157437Z,531-1491-1521-1981-156
NGN,25000,withdrawal,2025-03-12T15:08:54.573482Z,531-11001-1521-1571-198
NGN,152000,withdrawal,2025-01-17T16:11:24.796794Z,501-1991-1521-1561-156
NGN,152000,deposit,2025-01-17T16:11:24.803992Z,481-11011-1521-1971-1100
NGN,2007954,withdrawal,2025-03-12T15:08:57.291309Z,571-1541-1521-1971-149
NGN,65400,withdrawal,2025-01-17T16:11:42.340653Z,971-1501-1521-1971-153
NGN,64000,withdrawal,2025-01-17T16:11:43.669306Z,541-11021-1521-1981-152
NGN,35607,withdrawal,2025-01-17T16:11:43.780052Z,991-1971-1521-1981-199
NGN,30295,withdrawal,2025-01-17T16:11:48.612506Z,531-11001-1521-1571-198
USDT,41,deposit,2025-01-17T16:11:49.368807Z,1021-1491-1521-1561-150
USDT,12,deposit,2025-01-17T16:12:08.775184Z,481-11001-1521-1981-154
NGN,779000,withdrawal,2025-01-17T16:12:07.51825Z,481-11011-1521-1971-1100
NGN,30300,withdrawal,2025-01-17T16:12:35.147396Z,1011-1501-1521-1561-155
NGN,40000,withdrawal,2025-01-17T16:12:35.253731Z,571-1491-1521-1971-197
NGN,20100,withdrawal,2025-01-17T16:12:48.496535Z,541-1501-1521-1981-197
NGN,60000,withdrawal,2025-03-12T13:32:39.514486Z,511-1501-1521-1971-1101
BTC,0.00026701,deposit,2025-03-12T15:08:57.744625Z,1001-11001-1521-1571-155
LTC,0.00603,withdrawal,2025-03-12T17:36:46.310099Z,481-11021-1521-1571-153
USDT,143,deposit,2025-01-17T16:13:20.550189Z,501-1521-1521-1571-1100
NGN,50100,withdrawal,2025-01-17T16:14:00.706777Z,511-1521-1521-1981-149
NGN,7000,withdrawal,2025-03-12T11:20:05.992095Z,571-11001-1521-1571-156
NGN,4024,withdrawal,2025-01-17T16:13:50.318569Z,1001-11001-1521-1561-154
NGN,50100,withdrawal,2025-01-17T16:13:55.232549Z,511-1521-1521-1981-149
NGN,33200,withdrawal,2025-01-17T16:14:22.460809Z,541-1991-1521-1561-157
NGN,1000,withdrawal,2025-03-12T13:32:49.262781Z,511-1511-1521-1971-154
NGN,5150,withdrawal,2025-01-17T16:15:28.468659Z,491-1521-1521-1981-157
NGN,29990,withdrawal,2025-01-17T16:15:32.740328Z,481-1491-1521-1571-198
NGN,3000,withdrawal,2025-01-17T16:15:38.880342Z,531-1551-1521-1561-1100
NGN,12123,withdrawal,2025-01-17T16:15:39.063856Z,1001-1991-1521-1561-157
NGN,12958,withdrawal,2025-03-12T11:20:10.257924Z,521-1481-1521-1571-154
NGN,50000,deposit,2025-01-17T16:16:02.330201Z,991-1491-1521-1971-154
NGN,3600,withdrawal,2025-01-17T16:16:15.45882Z,981-1561-1521-1561-150
NGN,8026,withdrawal,2025-01-17T16:16:19.042848Z,491-11021-1521-1571-1100
USDT,464.21,deposit,2025-01-17T16:16:34.236531Z,501-1521-1521-1981-1102
NGN,60000,withdrawal,2025-01-17T16:16:41.50435Z,511-11011-1521-1971-151
NGN,3100,deposit,2025-03-12T11:20:22.870078Z,551-11021-1521-1971-199
NGN,10000,deposit,2025-03-12T16:59:18.184067Z,991-1991-1521-1971-1101
NGN,5000,withdrawal,2025-03-12T15:09:14.226376Z,991-1991-1521-1981-1102
USDT,109.23,deposit,2025-03-12T13:33:20.992634Z,531-1541-1521-1571-152
NGN,5100,withdrawal,2025-03-12T13:33:27.238398Z,1021-1551-1521-1971-149
NGN,10000,withdrawal,2025-03-12T16:59:10.926684Z,501-1991-1521-1561-156
NGN,2273,withdrawal,2025-03-12T17:29:07.984248Z,571-1531-1521-1971-148
NGN,500104,withdrawal,2025-01-17T16:17:55.547656Z,1021-1991-1521-1561-148
NGN,60000,withdrawal,2025-03-12T11:20:25.453971Z,521-1511-1521-1971-197
NGN,90000,withdrawal,2025-03-12T13:33:24.713842Z,521-1551-1521-1561-153
NGN,5700,withdrawal,2025-01-17T16:18:50.330451Z,481-11001-1521-1971-154
NGN,39947,withdrawal,2025-01-17T17:52:53.8534Z,1001-11001-1521-1561-154
ETH,0.0008772,deposit,2025-01-17T16:19:02.405388Z,481-1501-1521-1571-1100
BNB,0.03400683,deposit,2025-01-17T16:19:28.921482Z,571-11021-1521-1981-155
USDT,31.48856983,deposit,2025-01-17T16:19:35.559375Z,551-1541-1521-1571-1100
NGN,10000,withdrawal,2025-01-17T16:20:09.353644Z,541-1491-1521-1971-153
XRP,2.231267,deposit,2025-01-17T16:21:21.546713Z,491-11021-1521-1561-148
NGN,26651,withdrawal,2025-01-17T16:21:35.805852Z,971-1991-1521-1981-155
NGN,60000,withdrawal,2025-01-17T16:21:59.595996Z,981-1501-1521-1571-148
NGN,21150,deposit,2025-01-17T16:22:43.797603Z,971-1541-1521-1971-150
NGN,290461,deposit,2025-03-12T11:20:45.112057Z,501-1971-1521-1561-157
NGN,11000,deposit,2025-01-17T16:24:19.696628Z,541-1511-1521-1971-153
NGN,60117,withdrawal,2025-01-17T16:24:36.275091Z,501-1551-1521-1981-199
NGN,90000,withdrawal,2025-01-17T16:24:54.911223Z,501-1531-1521-1971-1102
NGN,36000,withdrawal,2025-01-17T16:25:02.251005Z,541-1491-1521-1971-153
NGN,5000,withdrawal,2025-01-17T16:25:09.804854Z,1021-1531-1521-1981-1102
NGN,30500,withdrawal,2025-03-12T15:09:31.074296Z,501-1981-1521-1981-199
USDT,172,deposit,2025-01-17T16:25:46.268608Z,501-1541-1521-1571-199
NGN,2100,withdrawal,2025-01-17T16:25:53.192907Z,1011-1511-1521-1571-199
NGN,300000,withdrawal,2025-01-17T16:25:55.16848Z,541-11011-1521-1561-153
LTC,0.20562,withdrawal,2025-03-12T11:15:25.708644Z,541-1981-1521-1571-1101
SOL,0.20475669,deposit,2025-01-17T16:26:22.493573Z,991-1531-1521-1561-198
NGN,21000,withdrawal,2025-01-17T16:26:22.593309Z,1011-1481-1521-1981-149
NGN,4847,withdrawal,2025-01-17T16:26:31.128525Z,481-1501-1521-1571-1100
NGN,320000,withdrawal,2025-03-12T16:59:24.512836Z,531-11001-1521-1981-149
NGN,51000,withdrawal,2025-01-17T16:26:36.559018Z,491-1551-1521-1971-151
NGN,20100,withdrawal,2025-01-17T16:27:00.808298Z,571-11021-1521-1981-155
NGN,8908,withdrawal,2025-01-17T16:27:06.297469Z,481-1571-1521-1971-1101
NGN,50000,withdrawal,2025-01-17T16:27:16.213796Z,481-1531-1521-1981-157
NGN,50000,withdrawal,2025-01-17T16:27:21.806873Z,991-1981-1521-1561-197
NGN,16100,deposit,2025-01-17T16:27:38.767298Z,991-1491-1521-1971-154
ETH,0.00648941,deposit,2025-01-17T16:28:03.853544Z,551-1501-1521-1561-154
NGN,50100,withdrawal,2025-01-17T16:28:07.941739Z,511-1521-1521-1981-149
LTC,0.00678284,deposit,2025-01-17T16:28:14.87242Z,521-11011-1521-1981-197
LTC,0.36785096,deposit,2025-01-17T16:28:16.013048Z,561-1561-1521-1561-152
NGN,300000,deposit,2025-03-12T11:20:42.745372Z,501-1971-1521-1561-157
ETH,0.04442662,deposit,2025-01-17T16:28:56.256659Z,1011-1981-1521-1981-157
NGN,25000,withdrawal,2025-01-17T16:29:25.300481Z,991-1541-1521-1981-151
NGN,23041,withdrawal,2025-03-12T11:20:51.793346Z,511-1551-1521-1571-1101
NGN,23041,deposit,2025-03-12T11:20:51.811773Z,1021-1501-1521-1981-157
NGN,27766,withdrawal,2025-03-12T13:34:08.051805Z,531-1571-1521-1561-150
NGN,14600,withdrawal,2025-01-17T16:29:37.73546Z,521-11001-1521-1571-1101
NGN,12400,withdrawal,2025-01-17T16:29:41.083526Z,531-1491-1521-1971-151
NGN,40000,withdrawal,2025-01-17T16:29:46.365517Z,521-11001-1521-1571-1101
NGN,60000,deposit,2025-01-17T16:30:09.259661Z,1021-1971-1521-1561-1101
NGN,9894,withdrawal,2025-03-12T16:11:28.250295Z,1001-1991-1521-1971-154
BTC,0.00582071,deposit,2025-01-17T16:31:21.418073Z,971-1531-1521-1571-154
NGN,5000,withdrawal,2025-01-17T16:31:24.681244Z,991-1991-1521-1981-1101
BTC,0.00183598,deposit,2025-01-17T16:31:26.169549Z,971-1491-1521-1971-1102
BTC,0.00335219,deposit,2025-01-17T16:31:31.268385Z,511-1981-1521-1571-148
BTC,0.07271124,deposit,2025-01-17T16:31:35.617383Z,511-1981-1521-1971-1101
NGN,500000,withdrawal,2025-03-12T11:21:03.543326Z,561-11001-1521-1571-197
BTC,0.00068094,deposit,2025-01-17T16:31:37.196442Z,1001-11001-1521-1981-157
BTC,0.00067389,deposit,2025-01-17T16:31:40.607973Z,981-11011-1521-1971-148
BTC,0.00019089,deposit,2025-01-17T16:31:41.43053Z,1011-1501-1521-1561-1100
BTC,0.00043686,deposit,2025-01-17T16:31:50.704493Z,491-1571-1521-1971-148
BTC,0.00137558,deposit,2025-01-17T16:31:56.038283Z,481-1971-1521-1571-198
NGN,8000,withdrawal,2025-01-17T16:32:00.889643Z,491-1981-1521-1981-157
NGN,20000,withdrawal,2025-01-17T16:32:32.043674Z,511-1491-1521-1571-156
NGN,34940,withdrawal,2025-01-17T16:32:49.560632Z,501-1481-1521-1561-151
ETH,0.00870708,deposit,2025-01-17T16:32:49.531799Z,561-11001-1521-1561-1102
NGN,35000,withdrawal,2025-01-17T16:33:00.060099Z,981-11011-1521-1971-148
NGN,59900,withdrawal,2025-01-17T16:33:04.991974Z,981-11011-1521-1971-148
NGN,20000,withdrawal,2025-01-17T16:34:17.119565Z,561-1521-1521-1971-152
NGN,20000,withdrawal,2025-01-17T16:34:34.693508Z,501-1521-1521-1561-150
NGN,10000,withdrawal,2025-01-17T16:34:37.413107Z,971-1531-1521-1571-199
NGN,1523,withdrawal,2025-01-17T16:34:51.910602Z,521-11011-1521-1981-197
ETH,0.01334431,deposit,2025-01-17T16:34:59.160983Z,971-1481-1521-1971-149
NGN,5000,withdrawal,2025-01-17T16:35:01.402368Z,571-1981-1521-1561-148
USDT,10,deposit,2025-01-17T16:35:04.912898Z,1021-1551-1521-1971-149
NGN,17555,withdrawal,2025-01-17T16:35:06.623882Z,531-1511-1521-1571-148
NGN,35000,withdrawal,2025-01-17T16:36:01.452478Z,541-1981-1521-1971-149
NGN,5100,withdrawal,2025-01-17T16:36:16.74537Z,521-1991-1521-1571-157
NGN,2000,withdrawal,2025-01-17T16:36:30.864808Z,531-1551-1521-1561-1100
NGN,30000,withdrawal,2025-03-12T13:34:44.248199Z,531-11001-1521-1981-148
BTC,0.00038234,deposit,2025-01-17T16:37:29.297376Z,531-1551-1521-1571-157
BTC,0.00061,deposit,2025-01-17T16:37:32.28793Z,501-1521-1521-1981-153
BTC,0.00035,deposit,2025-01-17T16:37:32.637986Z,991-11011-1521-1561-1100
NGN,7500,withdrawal,2025-03-12T16:11:49.868193Z,561-1571-1521-1561-1100
BTC,0.00133803,deposit,2025-01-17T16:37:37.378669Z,531-1491-1521-1971-151
NGN,50004,withdrawal,2025-01-17T16:37:39.778265Z,521-1551-1521-1571-153
NGN,40000,withdrawal,2025-01-17T16:37:51.6888Z,511-1971-1521-1571-157
NGN,3100,withdrawal,2025-01-17T16:38:07.125685Z,551-1491-1521-1981-155
NGN,10464,withdrawal,2025-01-17T16:38:32.185429Z,981-1971-1521-1981-199
NGN,70000,withdrawal,2025-01-17T16:38:52.351795Z,541-11011-1521-1561-153
NGN,1000,withdrawal,2025-01-17T16:39:08.950698Z,991-1481-1521-1561-198
NGN,10100,withdrawal,2025-01-17T16:39:26.195568Z,551-11001-1521-1981-1100
NGN,60000,withdrawal,2025-01-17T16:39:33.098287Z,551-11001-1521-1981-1100
NGN,50000,withdrawal,2025-01-17T16:39:33.127346Z,551-1971-1521-1561-148
NGN,1430,withdrawal,2025-01-17T16:39:59.618905Z,1021-1551-1521-1571-155
TRX,66.129301,deposit,2025-01-17T16:40:08.618557Z,551-1501-1521-1561-154
SOL,0.1,deposit,2025-01-17T16:40:27.908772Z,981-1971-1521-1981-199
NGN,10494,withdrawal,2025-01-17T16:40:41.952367Z,981-11011-1521-1571-150
NGN,50032,withdrawal,2025-01-17T16:40:47.290924Z,491-1521-1521-1971-197
NGN,30000,withdrawal,2025-01-17T16:41:17.306789Z,971-1521-1521-1561-157
NGN,13602,withdrawal,2025-03-12T15:10:27.958362Z,971-1971-1521-1981-199
NGN,2600,withdrawal,2025-01-17T16:41:44.153056Z,1011-1511-1521-1571-199
SOL,0.036,deposit,2025-03-12T15:10:29.268281Z,511-1541-1521-1971-153
NGN,135000,withdrawal,2025-03-12T15:10:35.955199Z,1021-1981-1521-1981-1100
NGN,51000,withdrawal,2025-03-12T15:10:51.209223Z,1011-11001-1521-1981-1101
NGN,49991,withdrawal,2025-01-17T16:42:07.346209Z,1001-11011-1521-1971-156
NGN,10000,withdrawal,2025-01-17T16:42:10.499623Z,561-1521-1521-1971-152
NGN,10000,withdrawal,2025-01-17T16:42:13.938999Z,981-1551-1521-1561-198
NGN,1200,withdrawal,2025-03-12T13:36:13.306677Z,1001-11011-1521-1981-155
NGN,1200,deposit,2025-03-12T13:36:13.313389Z,551-11021-1521-1971-199
LTC,3.02354011,deposit,2025-01-17T16:42:19.555578Z,551-1571-1521-1561-153
NGN,10100,deposit,2025-01-17T16:42:53.87332Z,991-1491-1521-1971-154
NGN,26967,withdrawal,2025-01-17T16:42:59.256044Z,481-1551-1521-1561-151
USDT,18,withdrawal,2025-01-17T16:40:11.349524Z,551-11001-1521-1981-1100
BTC,0.0065333,deposit,2025-01-17T16:43:41.658357Z,481-1571-1521-1971-1101
NGN,10100,withdrawal,2025-03-12T11:22:19.013498Z,981-1541-1521-1561-152
BTC,0.00043734,deposit,2025-01-17T16:43:46.773394Z,1011-1481-1521-1561-150
NGN,10000,withdrawal,2025-01-17T16:43:47.40134Z,991-1491-1521-1971-197
NGN,15000,withdrawal,2025-03-12T11:22:21.566883Z,481-1531-1521-1971-1100
NGN,234000,deposit,2025-03-12T11:22:29.632289Z,481-11011-1521-1971-1100
ETH,0.08157316,deposit,2025-03-12T15:10:53.868054Z,991-1561-1521-1981-149
BTC,0.00037132,deposit,2025-01-17T16:43:48.365833Z,521-1551-1521-1571-153
NGN,98194,withdrawal,2025-03-12T11:22:20.794364Z,481-1991-1521-1571-151
